var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,ETIQ
0.1536,0.8738,0.7903,0.1506,0.5424,0.5395,0.1644,0.2059,0.4688,0.4759,0.4636,0.8276,0.187,0.4749,0.5077,0.7921,0.009549543696977136,0.8321828841351272,0.44113487344442914,0.785972618978935,0.20195719438946025,0.7218963593345744,0.0101444875044846,0.18559287107035327,0.2822258383606014,0.5910606780232371,0.3067483246130079,0.5915971654710448,0.15568306791054265,0.6463368258253802,0.4151012738357673,0.5972191746785711,4
0.1256,0.8451,0.8749,0.1582,0.453,0.5085,0.1958,0.1675,0.4782,0.5155,0.5272,0.8859,0.1384,0.444,0.5452,0.8614,0.9331261877701547,0.5052112247167472,0.541106457289387,0.2745957731394165,0.06683292415824194,0.05749960347850169,0.00857839069753763,0.7306801183434664,0.15479705358825802,0.03258641792983522,0.31587608034116327,0.7449730029192564,0.8661576698487097,0.5266162962623596,0.6763865907372942,0.4195288194954085,4
0.1838,0.8335,0.8068,0.1586,0.4862,0.5088,0.1756,0.1404,0.5187,0.5239,0.4826,0.8587,0.1556,0.4751,0.516,0.7989,0.49819733771229047,0.3793242970442404,0.27572463134596514,0.9938049506423733,0.06675269515829174,0.20811446094895925,0.3916314832851776,0.6747277790398603,0.8841990450646396,0.6117321015112391,0.34598485690656744,0.39700144605888005,0.4672210461252923,0.07543356591743013,0.2744987461056692,0.7074909043318605,4
0.1638,0.8245,0.8147,0.1942,0.5041,0.5186,0.1469,0.1453,0.5033,0.4734,0.5278,0.8257,0.1619,0.5169,0.4827,0.8188,0.7114092775477879,0.971633459284559,0.571706437011993,0.35352851844944366,0.690053753142899,0.3824711548946793,0.44451554259440695,0.7861234257891255,0.10838855960610817,0.8717033684045847,0.64999098087564,0.3048853352037409,0.26589833270680724,0.9460032675063281,0.6872354973781999,0.062369755232719974,4
0.1593,0.8286,0.8285,0.1756,0.5028,0.4867,0.1773,0.1563,0.5033,0.4844,0.5055,0.8337,0.1786,0.5003,0.492,0.8193,0.85078893761782,0.6060082219927297,0.1256259890147553,0.6409744889904255,0.8005236842217955,0.8072913435556623,0.43833022816910383,0.5208852484917498,0.4017558781553006,0.8664115862951259,0.740951186695992,0.5672800188133013,0.7112991476922873,0.3522388825526213,0.41404426480790313,0.33523995226158254,4
0.2005,0.8594,0.821,0.1471,0.5002,0.5379,0.1769,0.1832,0.4693,0.532,0.4895,0.8108,0.17,0.4785,0.523,0.835,0.37152805978866577,0.0004558966732133296,0.479470019283613,0.41207249973473237,0.2557128037097638,0.7019305806018794,0.21387225804995835,0.6498536466943018,0.783289448511023,0.41766438306159426,0.30406304921700084,0.36452512814180993,0.3586083405463695,0.2754083047564631,0.4683769159426746,0.4281801283625682,4
0.251,0.8258,0.8722,0.1565,0.4992,0.4714,0.1901,0.1007,0.5588,0.4512,0.4643,0.8539,0.212,0.4466,0.5076,0.8603,0.050381942424775894,0.5295744985428752,0.3039231267912691,0.9557921798313278,0.34229425019513604,0.45998333306438755,0.1245650159611732,0.8707470730723655,0.40974485869800914,0.7830897304974834,0.6482989569686275,0.6941443972153635,0.6667169508509663,0.5323888104067793,0.21825552104391577,0.14748800346680876,4
0.2157,0.8217,0.8923,0.1288,0.4603,0.5507,0.1179,0.1993,0.5391,0.5364,0.5402,0.824,0.1911,0.5172,0.4363,0.8358,0.38957229301552654,0.6021573916989067,0.7812063945073302,0.3982115102210356,0.011322953788517442,0.8427668777828544,0.2065207757908052,0.9878280821224822,0.5557042630792173,0.19777599905783125,0.3509832052506896,0.5820618176137717,0.8948101520906943,0.4626527413415148,0.4125570989394433,0.8887660433063194,4
0.186,0.7852,0.789,0.1918,0.4497,0.5027,0.1707,0.2028,0.4931,0.4658,0.48,0.7859,0.1944,0.45,0.5155,0.8274,0.17065228844780944,0.10324460802249191,0.6365180042088381,0.07422403642888908,0.49895016337307285,0.8691979226814416,0.9846960426432776,0.2000637570914604,0.7995913196408413,0.6100148272299375,0.6283007333302518,0.5768177738602949,0.5893536801457393,0.6948192026958614,0.8539285936199292,0.34320269293088274,4
0.1012,0.8891,0.8468,0.2082,0.462,0.4577,0.1394,0.1497,0.4217,0.4533,0.5103,0.8616,0.2565,0.5004,0.4447,0.7754,0.8783646456473452,0.9571475831709235,0.456267777502639,0.44031060934807065,0.17723417577455824,0.2776915048754929,0.6072468276512649,0.4047178678116101,0.14144282727688026,0.38812097757855823,0.4435588964222678,0.40350785040684595,0.5146745923604238,0.40852851394587847,0.591332857126153,0.45517677211013896,4
0.202,0.8099,0.8206,0.1707,0.5034,0.5359,0.1376,0.1666,0.4768,0.5131,0.5322,0.8427,0.1347,0.4987,0.4712,0.8378,0.9545770157240632,0.38920945654387684,0.16344145418960165,0.28344694761377776,0.9702758539933701,0.10512160595234532,0.24246973172145192,0.6610741407383014,0.795956007884481,0.45698916896248354,0.60319559148257,0.7150286659720483,0.19629630937815434,0.5354562641130689,0.21525690902581573,0.6091622116200722,4
0.166,0.833,0.8323,0.1672,0.4986,0.5014,0.1676,0.166,0.5001,0.4995,0.4999,0.8325,0.1659,0.5006,0.4989,0.8332,0.8178656039529337,0.2359444734923527,0.15626899211483525,0.4415662206268752,0.3265452905830376,0.4076564142004654,0.3075078688383157,0.5758941208510606,0.7867604864707265,0.6814597370780071,0.6052276571192949,0.9182506492298191,0.7440418966817397,0.42976824299490596,0.2727994697215194,0.9611135688443525,4
0.2205,0.9078,0.7554,0.2244,0.5164,0.4319,0.1474,0.1617,0.4694,0.5051,0.5886,0.9444,0.1739,0.4794,0.4635,0.9444,0.4499851137790746,0.13962651590358233,0.3628675575466598,0.5732726456493016,0.4428793528216165,0.4883922088223892,0.6608767656799647,0.9362600018167502,0.4946851376453948,0.2591698999240244,0.1879352437814836,0.6003247772643217,0.49337615886601455,0.35438393565793835,0.8071884294405824,0.5267904761338216,4
0.1667,0.8634,0.759,0.1305,0.4289,0.5419,0.2043,0.2538,0.4803,0.5886,0.5328,0.8808,0.1515,0.573,0.5379,0.8034,0.7353900256003386,0.2912791583151676,0.6065762321775733,0.6213993195557097,0.147483045392808,0.7357000037533256,0.8899422624041212,0.8784735689570571,0.6012786833516289,0.08691401086701073,0.5150157659128516,0.41314729102812114,0.41982585880379075,0.4215862748336436,0.14389286786362596,0.7877867018968414,4
0.1681,0.841,0.8287,0.1544,0.501,0.4843,0.1628,0.1501,0.5124,0.501,0.5121,0.8294,0.1678,0.5065,0.5075,0.8287,0.7428665834161333,0.6932088207533135,0.5982347876357227,0.1642139425824013,0.659425584552571,0.03922720549317893,0.1380181300607296,0.07376995014190624,0.6229793134578615,0.8053700566271595,0.7528856693664311,0.5020988767169223,0.5547463471473348,0.36842301879575506,0.265225206450888,0.7450923088495849,4
0.0778,0.7191,0.8023,0.0922,0.5893,0.5083,0.1956,0.2141,0.4361,0.5736,0.4916,0.7735,0.2783,0.4749,0.6232,0.8646,0.3041892259257547,0.19698744410030222,0.8277440365695281,0.5576773385862576,0.23713884909322747,0.4042488903213345,0.8368292500912309,0.8773963690266684,0.6531933456109676,0.625901104636408,0.29902506959817166,0.7114207243246619,0.6380851980883068,0.2428413129224286,0.5425246724071818,0.24419356104222928,4
0.1279,0.902,0.8378,0.2523,0.4922,0.5786,0.0742,0.1688,0.5816,0.5452,0.4964,0.7634,0.2171,0.5214,0.5411,0.7796,0.7614997011457104,0.4466403398767589,0.33073617443821246,0.9087714347460505,0.9519265148701876,0.7493764343647696,0.4575620824823694,0.7207505281710169,0.2911359109689795,0.4962044167128909,0.7236908693556626,0.5302068515045704,0.6681752763125716,0.269471567145766,0.16107402429290602,0.352897789214607,4
0.0691,0.8131,0.9428,0.2095,0.5015,0.4364,0.1564,0.16,0.5288,0.5293,0.3806,0.7266,0.2634,0.5532,0.4827,0.7182,0.3419351374367662,0.17720745264283466,0.18311327408792544,0.4525919623551087,0.9872918005863168,0.5671244978522947,0.7985892509759759,0.8390303156337898,0.8062730379584472,0.5097578157988517,0.8099729953165008,0.9553795812277474,0.6162363997088897,0.8524214417777028,0.4420134117070436,0.6174932580289565,4
0.184,0.8301,0.7903,0.2243,0.5009,0.5174,0.2042,0.0813,0.5692,0.4999,0.4964,0.8523,0.1925,0.4122,0.5497,0.8123,0.9830956391994539,0.9365091574426614,0.15159332207563803,0.30724108163033514,0.13482902283230247,0.6195387090957183,0.9261088259901649,0.4286233824594886,0.47173749966898626,0.298401025783073,0.20577124101411073,0.3086690283061038,0.4193941442572548,0.7192303842000116,0.16141255037454483,0.5608368406511973,4
0.1964,0.8822,0.9312,0.1459,0.5294,0.4671,0.1798,0.084,0.3949,0.5959,0.5827,0.9086,0.0901,0.5635,0.4228,0.7678,0.9940698481118199,0.273700047177584,0.6707996051054688,0.38656911526027504,0.5299897705992758,0.8979105891634698,0.7634612797534229,0.06985348983796202,0.36000894559709906,0.6676482816440598,0.7177634156301709,0.3734268570487447,0.27463659751957853,0.6210005167383391,0.6704539001669583,0.46856833640464957,4
0.1668,0.8333,0.839,0.1727,0.503,0.4952,0.1646,0.1666,0.4999,0.4988,0.5011,0.8381,0.1652,0.4945,0.5053,0.8318,0.7796847225713628,0.9080675112936596,0.7387285400257388,0.7310790052303237,0.9293196593762382,0.6051212046875739,0.8596017331229165,0.10505755386798221,0.824302935462123,0.44674235811916424,0.1722775493351267,0.33162814192707746,0.7217049179613237,0.622435788696447,0.6317890216073357,0.46084998297037244,4
0.2105,0.8937,0.9337,0.136,0.5902,0.5691,0.1905,0.1517,0.5163,0.534,0.5506,0.7443,0.1999,0.495,0.4561,0.8313,0.09580226902672062,0.19249142671333885,0.181660969892681,0.865316575196182,0.8156443194857691,0.06662618603480008,0.938204505855301,0.7127760410032168,0.2608479941302273,0.1982170436828542,0.9609416110767729,0.7596121349575033,0.36258654067422885,0.45064899382792334,0.7208849905252686,0.12113001539262887,4
0.078,0.9334,0.7972,0.2221,0.5665,0.5213,0.1891,0.1337,0.5033,0.5402,0.5708,0.86,0.1527,0.5388,0.4885,0.7298,0.32545491889273304,0.8458765267255479,0.560433088399012,0.2228631544216747,0.3400982648028129,0.5049498971660463,0.33986239313109434,0.7712632382492571,0.6669519952391958,0.49138649118537997,0.21075710025647137,0.8240492714243123,0.12887102077675028,0.6780375718887361,0.4637337769149906,0.24135734037733514,4
0.1873,0.8382,0.8227,0.1285,0.5144,0.5202,0.1877,0.1182,0.5501,0.5609,0.5291,0.8262,0.2222,0.4548,0.5478,0.7977,0.6338654321903249,0.27472653642903144,0.9951605052261209,0.27411416983142123,0.36680409318314733,0.5017110764614914,0.8416930321732807,0.7787196569530139,0.010464667162511394,0.08544209070583834,0.4497316473577128,0.322109563849546,0.33422431305751,0.6790573606909203,0.3874425978938708,0.446528393634906,4
0.1794,0.9355,0.8293,0.2745,0.4276,0.4012,0.1321,0.218,0.4358,0.5446,0.4314,0.7684,0.1838,0.4092,0.5726,0.9322,0.7012516340230046,0.5357101021104864,0.3578218400946416,0.23481690044087433,0.30050720462792124,0.5478856501142781,0.03994920351524578,0.7651318939347241,0.4317298348619423,0.34818887326013176,0.26797921000920927,0.4014158869087835,0.2644814434572011,0.348712802813049,0.6946045780829798,0.5852884414718269,4
0.1747,0.8517,0.9158,0.2488,0.478,0.5239,0.1766,0.1742,0.4974,0.4149,0.461,0.8081,0.2205,0.4321,0.5753,0.7635,0.8079371876216107,0.2630566568930186,0.45665050349081016,0.9636111228804016,0.17491162928796844,0.4046472272096412,0.36283128463986514,0.5802112573713385,0.7829479630811456,0.670128132450776,0.34901253136253957,0.6639032191067571,0.2354673098438933,0.7098308479712192,0.553803440575188,0.4248087669901387,4
0.1325,0.7967,0.8333,0.215,0.4666,0.525,0.1868,0.2117,0.4683,0.5506,0.4898,0.8411,0.1755,0.5491,0.4527,0.8397,0.9585094885029423,0.22864652790384576,0.5029320130151002,0.9237599575829006,0.6192698175059982,0.37888655816349726,0.15323823063444164,0.22988770351573085,0.9477863567739242,0.29841210452178396,0.9224119435907588,0.35105484582730934,0.38146758248246815,0.8496527468672445,0.4735918574319556,0.21374131961520634,4
0.1604,0.84,0.8524,0.141,0.4813,0.4865,0.1644,0.1497,0.5353,0.504,0.503,0.8191,0.1829,0.5169,0.5348,0.8605,0.6440646923421536,0.6986445552569553,0.5709760175630078,0.7616254036518078,0.02297428019004588,0.7172159146196244,0.9197598902681555,0.5792862424500959,0.23082427203348518,0.07676208502147124,0.11840228793930063,0.6160275894513926,0.24641209220880425,0.3764567749481584,0.36714156387104585,0.6718947947732437,4
0.1728,0.8495,0.832,0.1712,0.513,0.5181,0.1611,0.168,0.5048,0.481,0.4999,0.829,0.1819,0.494,0.5079,0.8378,0.42405939875560117,0.011483647478251147,0.22106300975380755,0.33137706981747284,0.16062985979269806,0.882544360907615,0.9408107893574287,0.19462458086013223,0.3560671149626798,0.8735183329807849,0.3974590301271395,0.6569054406359236,0.6681954100647887,0.028648591146129786,0.7452765474452847,0.7855464740039529,4
0.1381,0.8279,0.8019,0.1816,0.5163,0.4846,0.1243,0.1171,0.4591,0.5448,0.5032,0.8165,0.1727,0.5399,0.453,0.7981,0.8685596277586916,0.05007543510779677,0.7638121546971262,0.8280214432086614,0.41145815961685883,0.7714710608836225,0.32553930969700273,0.46215432389748035,0.31347826003088614,0.9157543540840496,0.11793303310153457,0.43550764575037115,0.25314211499809297,0.771888998150879,0.2168807758118813,0.09317689273191218,4
0.1592,0.855,0.8671,0.1575,0.516,0.4658,0.1893,0.1704,0.4838,0.5042,0.4833,0.821,0.1996,0.4733,0.5333,0.8578,0.36633990041905673,0.8768017451068434,0.6530428549812375,0.8220280539350072,0.9977766230409059,0.3894069100202856,0.5969703085164682,0.6928552177622649,0.18107009812064584,0.49520518170094163,0.8261895189059654,0.6212026885801765,0.8047593876663912,0.4124053240020639,0.5734837997049429,0.2943945495150474,4
0.1389,0.7967,0.7982,0.1747,0.485,0.4663,0.1678,0.1315,0.4808,0.509,0.4965,0.8413,0.1669,0.5277,0.4889,0.8495,0.743530018224077,0.18701082382447576,0.1116788035195656,0.5159830144112552,0.48385911331246356,0.6830693534351119,0.2306411871819135,0.755727338953784,0.8538487807109529,0.5249080634636184,0.5102746002339202,0.3216751466065872,0.9326300128009408,0.08488329964756865,0.6986289839577055,0.24568104763818494,4
0.2561,0.9301,0.8772,0.2685,0.5886,0.5449,0.265,0.1739,0.4124,0.5155,0.5893,0.7663,0.1729,0.4689,0.505,0.7953,0.4014568272507354,0.02086371261509734,0.530756810210902,0.3093307757344431,0.08247854740559168,0.7019633839142663,0.926562433327638,0.15737845617605617,0.3700601632484461,0.5830045793751144,0.35878941952629584,0.12755020408774428,0.57590387382971,0.795481426761775,0.4254962690876701,0.4847721954593124,4
0.1142,0.918,0.7817,0.2604,0.5884,0.5065,0.1191,0.1707,0.5845,0.5296,0.5818,0.881,0.2111,0.5309,0.5207,0.7341,0.4787422533535671,0.0610712568686953,0.4691174302744965,0.04202259295859678,0.485411080870507,0.1947562322392462,0.2796546885297241,0.19321534983890798,0.419674534669496,0.6535725884456998,0.6680000688383373,0.678651105309344,0.3874352795519796,0.41135820415146424,0.5926155652572165,0.27065622431696795,4
0.13,0.7767,0.8138,0.0232,0.5993,0.594,0.1307,0.24,0.5018,0.5499,0.4068,0.8566,0.2382,0.5265,0.6104,0.8468,0.8936604011385352,0.5079196233861747,0.4795835417152531,0.49884630907319505,0.8970395134423204,0.22227621138371068,0.20260527436666653,0.1864011778045771,0.9346321048566707,0.46151991629559314,0.17685276623975185,0.5825324278773724,0.509014447506168,0.6969696462222488,0.44985028904100494,0.7775016538967486,4
0.2385,0.8831,0.7892,0.0955,0.5067,0.5702,0.0973,0.172,0.5647,0.4117,0.5703,0.9241,0.1959,0.4911,0.5718,0.8327,0.8359652950866331,0.5692066660463684,0.16569094659560835,0.04154800624837074,0.07500165639093082,0.6772900625678347,0.8391528922156244,0.2751761234518699,0.5741809492864561,0.6432080638300658,0.6245275270949786,0.8767344515994776,0.24625846510662944,0.479899487521271,0.7427646154643176,0.6965776799249834,4
0.2094,0.8566,0.7877,0.2057,0.4589,0.4849,0.1356,0.0851,0.5313,0.4139,0.5443,0.8068,0.2298,0.4507,0.4291,0.9045,0.26322505730724277,0.7404770294423513,0.5423469084949141,0.7850582352913449,0.33320955037131816,0.800045802482336,0.20144613206956785,0.5118653116546974,0.33302641147044576,0.16989527870289217,0.2974627245100684,0.5794771981529311,0.44089713698275623,0.6183999446361651,0.6466345864702926,0.6336812861599113,4
0.2003,0.8796,0.7764,0.1635,0.472,0.5344,0.1689,0.2139,0.5509,0.4877,0.4711,0.7783,0.1131,0.4658,0.5211,0.802,0.9138359393486287,0.5751809741545238,0.39534799576075363,0.49472705633579606,0.9345531513137126,0.23784815065508325,0.9932754958969193,0.6534539759582917,0.4435354695060806,0.8656483006329401,0.5997983541176625,0.2265613038592262,0.7050266922914102,0.7267426555530551,0.4332024634279036,0.4862523134510453,4
0.0594,0.8727,0.8069,0.2331,0.4964,0.5535,0.1289,0.2834,0.4034,0.5655,0.4502,0.8357,0.0849,0.622,0.4655,0.8598,0.13545061091528054,0.24315650292938584,0.2705183977901252,0.14807002370423372,0.07829147225777477,0.10843043323231338,0.3993438824173391,0.3499308379303727,0.4886519283792118,0.4515566592821142,0.5765996103279948,0.3215371259469173,0.5109661626137235,0.47162611417006883,0.5314814254275683,0.4760142260436466,4
0.2037,0.795,0.8038,0.1526,0.5151,0.4698,0.2073,0.1875,0.5031,0.5032,0.4989,0.809,0.198,0.4765,0.5132,0.8016,0.4114438718635758,0.06286530731930406,0.7407613066437472,0.4678698477895328,0.012701678061071364,0.41970911924220033,0.576052857622314,0.16732654271926128,0.4702731402219731,0.4631673099950623,0.40740837341750363,0.3442943453273324,0.504996666348382,0.7268757778706442,0.6651437549979521,0.5056746925675198,4
0.1152,0.7549,0.8164,0.0984,0.504,0.5828,0.1339,0.1528,0.5838,0.4394,0.4209,0.8821,0.1734,0.4208,0.5749,0.7928,0.9357197249689737,0.04434690110366102,0.2452413815364951,0.22951369290821,0.5079343214900371,0.02206681338701333,0.11537646855553418,0.207852814358936,0.32101614749722707,0.8471038219207386,0.7219531140399504,0.1607255276270506,0.7451283340912688,0.3062816005118771,0.9067095326744086,0.8211521537776372,4
0.1766,0.8078,0.7887,0.1733,0.4676,0.4651,0.1425,0.1465,0.554,0.4998,0.5459,0.8432,0.1694,0.5292,0.4471,0.8736,0.20668270683981682,0.572672161174031,0.9018400559075261,0.22146349642572494,0.5120046294389962,0.7788752662194598,0.6864063822585972,0.44139806968187045,0.19493291960107462,0.4465870565021302,0.37516164793360096,0.6112645111989239,0.32679874581081014,0.6305598605877273,0.24956157104251217,0.2544167993839372,4
0.2036,0.8044,0.8037,0.2049,0.52,0.4922,0.1431,0.1852,0.5401,0.4423,0.4671,0.7994,0.2164,0.5375,0.5477,0.8935,0.2666588261678885,0.26489802289396747,0.915388996638306,0.5470223993105408,0.21373491313776627,0.7295233734199151,0.3420745660412098,0.07917707524907425,0.9044453667838975,0.660688060942706,0.2401007955931501,0.40587746703372884,0.2823534390979653,0.7584023659154957,0.8990808205338351,0.3676665224634493,4
0.0983,0.8887,0.8619,0.1643,0.4475,0.4451,0.1243,0.1449,0.5678,0.5899,0.5969,0.7694,0.2951,0.5877,0.4302,0.7509,0.14810283014260428,0.5386148763532943,0.17742924765409085,0.8267112207341804,0.3527446027560759,0.41021217339466964,0.20401694667770298,0.9974159092902272,0.7731992552139844,0.5854626617299854,0.5110552308987465,0.17896789141435476,0.34385375905006316,0.5610158036614609,0.40758773326308967,0.38990134078343097,4
0.1943,0.8687,0.814,0.1592,0.535,0.4768,0.1381,0.1489,0.5385,0.4582,0.5123,0.8337,0.1462,0.4692,0.4591,0.8445,0.3017318546572365,0.6783340279832641,0.8640445777964896,0.4849945538794497,0.4435710611807707,0.08432166794199214,0.46896013927298996,0.7635535461574429,0.6491485509723547,0.45053626851474426,0.5703258519468438,0.5902120467763757,0.24717608081068773,0.23027721976254248,0.10838292483091878,0.15915348946166177,4
0.1581,0.8514,0.8456,0.1651,0.4935,0.487,0.1639,0.1689,0.4936,0.484,0.4921,0.8394,0.1734,0.4991,0.51,0.8474,0.14017540247961813,0.2051625175284646,0.9184188259198871,0.7502869004599946,0.23488048972079112,0.5514673200265121,0.8023341114349248,0.9871316084326236,0.5878661237445435,0.4605516669316331,0.22296118718562968,0.6502280254099245,0.20982373059188258,0.5586698560631228,0.5933579003085804,0.7477962015777376,4
